datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day,hour,month,part_of_the_day
2011-07-28 17:00:00,3,0,1,1,34.44,40.15,53,12.998,,,612,28,17,7,afternoon
2011-07-28 18:00:00,3,0,1,1,34.44,40.91,56,15.0013,,,598,28,18,7,afternoon
2011-07-28 19:00:00,3,0,1,1,33.62,40.15,59,12.998,,,472,28,19,7,afternoon
2011-07-28 20:00:00,3,0,1,1,32.8,39.395,63,12.998,,,393,28,20,7,afternoon
2011-07-28 21:00:00,3,0,1,1,31.98,37.88,66,19.0012,,,295,28,21,7,afternoon
2011-07-28 22:00:00,3,0,1,1,31.16,36.365,70,16.9979,,,206,28,22,7,night
2011-07-28 23:00:00,3,0,1,1,31.16,37.12,75,12.998,,,134,28,23,7,night
2011-07-29 00:00:00,3,0,1,1,30.34,35.605,79,11.0014,,,66,29,0,7,late_night
2011-07-29 01:00:00,3,0,1,1,30.34,35.605,79,8.9981,,,30,29,1,7,late_night
2011-07-29 02:00:00,3,0,1,1,30.34,35.605,79,0.0,,,18,29,2,7,late_night
2011-07-29 03:00:00,3,0,1,1,30.34,35.605,79,0.0,,,11,29,3,7,late_night
2011-07-29 04:00:00,3,0,1,1,29.52,35.605,84,8.9981,,,8,29,4,7,late_night
2011-07-29 05:00:00,3,0,1,1,29.52,35.605,84,0.0,,,29,29,5,7,late_night
2011-07-29 06:00:00,3,0,1,2,29.52,35.605,84,0.0,,,125,29,6,7,late_night
2011-07-29 07:00:00,3,0,1,2,30.34,35.605,79,6.0032,,,337,29,7,7,morning
2011-07-29 08:00:00,3,0,1,2,31.16,38.635,77,0.0,,,545,29,8,7,morning
2011-07-29 09:00:00,3,0,1,1,35.26,40.15,47,16.9979,,,277,29,9,7,morning
2011-07-29 10:00:00,3,0,1,1,36.9,42.425,42,19.0012,,,173,29,10,7,morning
2011-07-29 11:00:00,3,0,1,1,37.72,43.94,40,19.9995,,,205,29,11,7,morning
2011-07-29 12:00:00,3,0,1,1,39.36,43.18,31,19.0012,,,243,29,12,7,morning
2011-07-29 13:00:00,3,0,1,1,38.54,41.665,31,0.0,,,274,29,13,7,afternoon
2011-07-29 14:00:00,3,0,1,1,39.36,43.18,30,15.0013,,,243,29,14,7,afternoon
2011-07-29 15:00:00,3,0,1,1,39.36,43.18,30,16.9979,,,251,29,15,7,afternoon
2011-07-29 16:00:00,3,0,1,1,39.36,43.18,30,26.0027,,,369,29,16,7,afternoon
2011-07-29 17:00:00,3,0,1,1,39.36,43.18,30,19.9995,,,602,29,17,7,afternoon
2011-07-29 18:00:00,3,0,1,1,37.72,43.18,37,22.0028,,,557,29,18,7,afternoon
2011-07-29 19:00:00,3,0,1,1,36.9,42.425,42,15.0013,,,450,29,19,7,afternoon
2011-07-29 20:00:00,3,0,1,1,35.26,39.395,41,22.0028,,,358,29,20,7,afternoon
2011-07-29 21:00:00,3,0,1,1,33.62,37.88,46,11.0014,,,307,29,21,7,afternoon
2011-07-29 22:00:00,3,0,1,1,32.8,37.12,49,15.0013,,,257,29,22,7,night
2011-07-29 23:00:00,3,0,1,1,31.98,35.605,52,7.0015,,,200,29,23,7,night
2011-07-30 00:00:00,3,0,0,1,31.16,34.85,55,12.998,,,148,30,0,7,late_night
2011-07-30 01:00:00,3,0,0,1,31.16,34.85,55,6.0032,,,101,30,1,7,late_night
2011-07-30 02:00:00,3,0,0,1,31.16,34.85,55,7.0015,,,72,30,2,7,late_night
2011-07-30 03:00:00,3,0,0,1,30.34,34.09,62,11.0014,,,35,30,3,7,late_night
2011-07-30 04:00:00,3,0,0,1,29.52,34.09,66,11.0014,,,19,30,4,7,late_night
2011-07-30 05:00:00,3,0,0,1,29.52,34.09,70,19.0012,,,24,30,5,7,late_night
2011-07-30 06:00:00,3,0,0,1,29.52,34.09,70,19.9995,,,41,30,6,7,late_night
2011-07-30 07:00:00,3,0,0,1,31.16,36.365,66,12.998,,,78,30,7,7,morning
2011-07-30 08:00:00,3,0,0,1,31.98,37.12,59,15.0013,,,143,30,8,7,morning
2011-07-30 09:00:00,3,0,0,1,33.62,37.88,46,19.9995,,,201,30,9,7,morning
2011-07-30 10:00:00,3,0,0,1,33.62,37.12,41,19.9995,,,288,30,10,7,morning
2011-07-30 11:00:00,3,0,0,1,34.44,37.12,36,12.998,,,389,30,11,7,morning
2011-07-30 12:00:00,3,0,0,1,34.44,36.365,32,11.0014,,,442,30,12,7,morning
2011-07-30 13:00:00,3,0,0,1,36.08,37.88,29,0.0,,,483,30,13,7,afternoon
2011-07-30 14:00:00,3,0,0,1,36.9,39.395,29,0.0,,,460,30,14,7,afternoon
2011-07-30 15:00:00,3,0,0,1,36.9,40.15,31,8.9981,,,445,30,15,7,afternoon
2011-07-30 16:00:00,3,0,0,1,36.9,39.395,27,15.0013,,,439,30,16,7,afternoon
2011-07-30 17:00:00,3,0,0,1,36.9,39.395,29,7.0015,,,448,30,17,7,afternoon
2011-07-30 18:00:00,3,0,0,1,36.08,37.88,28,12.998,,,410,30,18,7,afternoon
2011-07-30 19:00:00,3,0,0,1,30.34,32.575,33,15.0013,,,347,30,19,7,afternoon
2011-07-30 20:00:00,3,0,0,1,33.62,37.12,43,8.9981,,,330,30,20,7,afternoon
2011-07-30 21:00:00,3,0,0,1,32.8,37.12,49,11.0014,,,288,30,21,7,afternoon
2011-07-30 22:00:00,3,0,0,1,31.98,35.605,52,7.0015,,,254,30,22,7,night
2011-07-30 23:00:00,3,0,0,1,31.16,34.85,55,6.0032,,,200,30,23,7,night
2011-07-31 00:00:00,3,0,0,1,31.16,34.85,55,6.0032,,,165,31,0,7,late_night
2011-07-31 01:00:00,3,0,0,1,30.34,34.09,62,6.0032,,,112,31,1,7,late_night
2011-07-31 02:00:00,3,0,0,1,30.34,34.85,66,6.0032,,,79,31,2,7,late_night
2011-07-31 03:00:00,3,0,0,1,30.34,34.85,66,0.0,,,41,31,3,7,late_night
2011-07-31 04:00:00,3,0,0,1,29.52,34.09,70,0.0,,,18,31,4,7,late_night
2011-07-31 05:00:00,3,0,0,1,29.52,34.09,69,0.0,,,27,31,5,7,late_night
2011-07-31 06:00:00,3,0,0,1,30.34,34.85,70,0.0,,,46,31,6,7,late_night
2011-07-31 07:00:00,3,0,0,1,30.34,34.09,58,8.9981,,,74,31,7,7,morning
2011-07-31 08:00:00,3,0,0,1,31.16,34.85,55,15.0013,,,119,31,8,7,morning
2011-07-31 09:00:00,3,0,0,1,32.8,37.12,49,0.0,,,217,31,9,7,morning
2011-07-31 10:00:00,3,0,0,1,34.44,37.12,36,11.0014,,,325,31,10,7,morning
2011-07-31 11:00:00,3,0,0,1,35.26,37.12,28,11.0014,,,405,31,11,7,morning
2011-07-31 12:00:00,3,0,0,1,36.9,38.635,25,12.998,,,448,31,12,7,morning
2011-07-31 13:00:00,3,0,0,1,36.9,38.635,24,8.9981,,,478,31,13,7,afternoon
2011-07-31 14:00:00,3,0,0,1,36.9,38.635,24,11.0014,,,467,31,14,7,afternoon
2011-07-31 15:00:00,3,0,0,1,37.72,38.635,18,19.9995,,,398,31,15,7,afternoon
2011-07-31 16:00:00,3,0,0,1,37.72,38.635,17,19.0012,,,445,31,16,7,afternoon
2011-07-31 17:00:00,3,0,0,1,37.72,38.635,16,11.0014,,,434,31,17,7,afternoon
2011-07-31 18:00:00,3,0,0,1,35.26,39.395,41,19.0012,,,389,31,18,7,afternoon
2011-07-31 19:00:00,3,0,0,1,32.8,37.88,55,22.0028,,,313,31,19,7,afternoon
2011-07-31 20:00:00,3,0,0,1,32.8,37.88,55,22.0028,,,276,31,20,7,afternoon
2011-07-31 21:00:00,3,0,0,1,31.98,37.12,59,19.9995,,,222,31,21,7,afternoon
2011-07-31 22:00:00,3,0,0,1,30.34,34.85,70,19.9995,,,147,31,22,7,night
2011-07-31 23:00:00,3,0,0,1,30.34,34.85,66,15.0013,,,109,31,23,7,night
2011-08-01 00:00:00,3,0,1,1,29.52,34.09,70,15.0013,7.0,22.0,29,1,0,8,late_night
2011-08-01 01:00:00,3,0,1,1,29.52,34.85,74,12.998,5.0,12.0,17,1,1,8,late_night
2011-08-01 02:00:00,3,0,1,1,28.7,33.335,74,7.0015,4.0,7.0,11,1,2,8,late_night
2011-08-01 03:00:00,3,0,1,1,28.7,33.335,79,11.0014,0.0,4.0,4,1,3,8,late_night
2011-08-01 04:00:00,3,0,1,1,27.06,30.305,83,8.9981,2.0,2.0,4,1,4,8,late_night
2011-08-01 05:00:00,3,0,1,1,27.06,30.305,83,7.0015,2.0,24.0,26,1,5,8,late_night
2011-08-01 06:00:00,3,0,1,1,27.06,30.305,83,6.0032,3.0,97.0,100,1,6,8,late_night
2011-08-01 07:00:00,3,0,1,1,30.34,34.09,62,0.0,24.0,258.0,282,1,7,8,morning
2011-08-01 08:00:00,3,0,1,1,32.8,36.365,43,12.998,35.0,347.0,382,1,8,8,morning
2011-08-01 09:00:00,3,0,1,1,33.62,37.12,41,0.0,27.0,139.0,166,1,9,8,morning
2011-08-01 10:00:00,3,0,1,1,35.26,37.88,36,11.0014,27.0,70.0,97,1,10,8,morning
2011-08-01 11:00:00,3,0,1,1,36.08,38.635,32,11.0014,53.0,66.0,119,1,11,8,morning
2011-08-01 12:00:00,3,0,1,1,36.9,40.15,33,16.9979,53.0,115.0,168,1,12,8,morning
2011-08-01 13:00:00,3,0,1,1,36.9,40.15,31,19.9995,38.0,112.0,150,1,13,8,afternoon
2011-08-01 14:00:00,3,0,1,1,37.72,40.91,29,12.998,37.0,86.0,123,1,14,8,afternoon
2011-08-01 15:00:00,3,0,1,1,36.9,39.395,27,0.0,52.0,77.0,129,1,15,8,afternoon
2011-08-01 16:00:00,3,0,1,1,36.9,39.395,27,0.0,34.0,197.0,231,1,16,8,afternoon
2011-08-01 17:00:00,3,0,1,1,31.16,34.09,45,19.9995,69.0,445.0,514,1,17,8,afternoon
2011-08-01 18:00:00,3,0,1,1,31.98,34.85,43,12.998,68.0,475.0,543,1,18,8,afternoon
2011-08-01 19:00:00,3,0,1,1,30.34,33.335,51,15.0013,63.0,350.0,413,1,19,8,afternoon
2011-08-01 20:00:00,3,0,1,1,29.52,34.09,62,15.0013,49.0,256.0,305,1,20,8,afternoon
2011-08-01 21:00:00,3,0,1,1,28.7,32.575,70,16.9979,42.0,178.0,220,1,21,8,afternoon
2011-08-01 22:00:00,3,0,1,1,28.7,32.575,70,6.0032,21.0,116.0,137,1,22,8,night
2011-08-01 23:00:00,3,0,1,1,27.88,31.82,74,12.998,14.0,82.0,96,1,23,8,night
2011-08-02 00:00:00,3,0,1,1,27.06,31.06,74,0.0,11.0,18.0,29,2,0,8,late_night
2011-08-02 01:00:00,3,0,1,1,27.06,31.06,74,7.0015,4.0,8.0,12,2,1,8,late_night
2011-08-02 02:00:00,3,0,1,1,27.88,31.82,69,0.0,2.0,6.0,8,2,2,8,late_night
2011-08-02 03:00:00,3,0,1,1,27.06,31.06,74,12.998,0.0,5.0,5,2,3,8,late_night
2011-08-02 04:00:00,3,0,1,1,27.06,31.06,74,7.0015,0.0,10.0,10,2,4,8,late_night
2011-08-02 05:00:00,3,0,1,1,27.06,31.06,74,8.9981,4.0,17.0,21,2,5,8,late_night
2011-08-02 06:00:00,3,0,1,1,27.88,31.82,69,7.0015,12.0,105.0,117,2,6,8,late_night
2011-08-02 07:00:00,3,0,1,1,29.52,33.335,61,19.0012,15.0,320.0,335,2,7,8,morning
2011-08-02 08:00:00,3,0,1,1,30.34,34.09,58,19.0012,37.0,398.0,435,2,8,8,morning
2011-08-02 09:00:00,3,0,1,1,31.98,34.85,46,19.9995,31.0,182.0,213,2,9,8,morning
2011-08-02 10:00:00,3,0,1,1,33.62,36.365,36,19.9995,50.0,90.0,140,2,10,8,morning
2011-08-02 11:00:00,3,0,1,1,34.44,36.365,32,27.9993,32.0,96.0,128,2,11,8,morning
2011-08-02 12:00:00,3,0,1,1,35.26,37.12,30,19.0012,45.0,112.0,157,2,12,8,morning
2011-08-02 13:00:00,3,0,1,1,35.26,37.12,30,15.0013,50.0,153.0,203,2,13,8,afternoon
2011-08-02 14:00:00,3,0,1,1,36.9,38.635,25,19.0012,45.0,114.0,159,2,14,8,afternoon
2011-08-02 15:00:00,3,0,1,1,36.9,38.635,25,19.0012,48.0,120.0,168,2,15,8,afternoon
2011-08-02 16:00:00,3,0,1,1,36.9,38.635,25,19.0012,58.0,216.0,274,2,16,8,afternoon
2011-08-02 17:00:00,3,0,1,2,36.9,39.395,27,8.9981,63.0,493.0,556,2,17,8,afternoon
2011-08-02 18:00:00,3,0,1,2,35.26,37.88,34,12.998,65.0,491.0,556,2,18,8,afternoon
2011-08-02 19:00:00,3,0,1,2,35.26,37.88,36,15.0013,85.0,369.0,454,2,19,8,afternoon
2011-08-02 20:00:00,3,0,1,2,33.62,37.88,46,16.9979,40.0,248.0,288,2,20,8,afternoon
2011-08-02 21:00:00,3,0,1,1,32.8,37.12,52,15.0013,53.0,201.0,254,2,21,8,afternoon
2011-08-02 22:00:00,3,0,1,2,31.98,37.12,59,11.0014,22.0,169.0,191,2,22,8,night
2011-08-02 23:00:00,3,0,1,2,32.8,37.12,49,11.0014,29.0,103.0,132,2,23,8,night
2011-08-03 00:00:00,3,0,1,2,32.8,37.12,49,11.0014,11.0,32.0,43,3,0,8,late_night
2011-08-03 01:00:00,3,0,1,2,31.98,35.605,52,11.0014,7.0,9.0,16,3,1,8,late_night
2011-08-03 02:00:00,3,0,1,2,31.98,35.605,49,11.0014,2.0,9.0,11,3,2,8,late_night
2011-08-03 03:00:00,3,0,1,2,31.16,34.85,55,6.0032,0.0,4.0,4,3,3,8,late_night
2011-08-03 04:00:00,3,0,1,2,31.16,34.85,52,11.0014,0.0,7.0,7,3,4,8,late_night
2011-08-03 05:00:00,3,0,1,2,31.16,34.85,55,6.0032,2.0,22.0,24,3,5,8,late_night
2011-08-03 06:00:00,3,0,1,3,29.52,34.09,66,32.9975,9.0,101.0,110,3,6,8,late_night
2011-08-03 07:00:00,3,0,1,2,30.34,33.335,51,15.0013,19.0,252.0,271,3,7,8,morning
2011-08-03 08:00:00,3,0,1,2,30.34,33.335,51,11.0014,29.0,408.0,437,3,8,8,morning
2011-08-03 09:00:00,3,0,1,2,30.34,34.09,55,12.998,23.0,172.0,195,3,9,8,morning
2011-08-03 10:00:00,3,0,1,3,30.34,34.09,58,6.0032,9.0,59.0,68,3,10,8,morning
2011-08-03 11:00:00,3,0,1,2,30.34,34.09,58,7.0015,29.0,93.0,122,3,11,8,morning
2011-08-03 12:00:00,3,0,1,3,31.16,34.85,55,8.9981,19.0,142.0,161,3,12,8,morning
2011-08-03 13:00:00,3,0,1,2,31.16,35.605,58,15.0013,37.0,107.0,144,3,13,8,afternoon
2011-08-03 14:00:00,3,0,1,2,31.16,35.605,58,15.0013,43.0,104.0,147,3,14,8,afternoon
2011-08-03 15:00:00,3,0,1,2,28.7,33.335,79,8.9981,31.0,87.0,118,3,15,8,afternoon
2011-08-03 16:00:00,3,0,1,3,27.88,31.82,79,0.0,21.0,129.0,150,3,16,8,afternoon
2011-08-03 17:00:00,3,0,1,2,28.7,33.335,79,0.0,47.0,378.0,425,3,17,8,afternoon
2011-08-03 18:00:00,3,0,1,3,28.7,33.335,84,0.0,49.0,443.0,492,3,18,8,afternoon
2011-08-03 19:00:00,3,0,1,3,28.7,33.335,84,0.0,51.0,270.0,321,3,19,8,afternoon
2011-08-03 20:00:00,3,0,1,3,28.7,33.335,84,7.0015,7.0,80.0,87,3,20,8,afternoon
2011-08-03 21:00:00,3,0,1,2,27.88,31.82,89,8.9981,7.0,81.0,88,3,21,8,afternoon
2011-08-03 22:00:00,3,0,1,3,27.88,31.82,89,7.0015,11.0,66.0,77,3,22,8,night
2011-08-03 23:00:00,3,0,1,2,27.88,31.82,89,6.0032,4.0,52.0,56,3,23,8,night
2011-08-04 00:00:00,3,0,1,2,27.88,31.82,89,6.0032,2.0,15.0,17,4,0,8,late_night
2011-08-04 01:00:00,3,0,1,2,27.06,29.545,94,6.0032,3.0,14.0,17,4,1,8,late_night
2011-08-04 02:00:00,3,0,1,2,27.06,29.545,94,6.0032,2.0,5.0,7,4,2,8,late_night
2011-08-04 03:00:00,3,0,1,3,27.06,29.545,94,6.0032,0.0,3.0,3,4,3,8,late_night
2011-08-04 04:00:00,3,0,1,2,27.88,31.82,89,0.0,0.0,7.0,7,4,4,8,late_night
2011-08-04 05:00:00,3,0,1,2,27.88,31.82,89,0.0,3.0,17.0,20,4,5,8,late_night
2011-08-04 06:00:00,3,0,1,2,27.88,31.82,89,19.9995,7.0,90.0,97,4,6,8,late_night
2011-08-04 07:00:00,3,0,1,2,27.88,31.82,89,19.9995,11.0,271.0,282,4,7,8,morning
2011-08-04 08:00:00,3,0,1,2,28.7,32.575,82,23.9994,29.0,369.0,398,4,8,8,morning
2011-08-04 09:00:00,3,0,1,1,29.52,34.85,74,22.0028,25.0,162.0,187,4,9,8,morning
2011-08-04 10:00:00,3,0,1,1,29.52,33.335,71,19.9995,24.0,89.0,113,4,10,8,morning
2011-08-04 11:00:00,3,0,1,2,30.34,34.85,66,15.0013,37.0,112.0,149,4,11,8,morning
2011-08-04 12:00:00,3,0,1,2,31.16,35.605,62,15.0013,53.0,152.0,205,4,12,8,morning
2011-08-04 13:00:00,3,0,1,1,31.16,35.605,58,0.0,63.0,142.0,205,4,13,8,afternoon
2011-08-04 14:00:00,3,0,1,1,32.8,37.88,55,11.0014,53.0,114.0,167,4,14,8,afternoon
2011-08-04 15:00:00,3,0,1,1,32.8,37.88,55,16.9979,50.0,115.0,165,4,15,8,afternoon
2011-08-04 16:00:00,3,0,1,1,31.16,35.605,62,22.0028,70.0,220.0,290,4,16,8,afternoon
2011-08-04 17:00:00,3,0,1,1,31.16,35.605,62,22.0028,91.0,464.0,555,4,17,8,afternoon
2011-08-04 18:00:00,3,0,1,1,28.7,33.335,74,19.9995,88.0,435.0,523,4,18,8,afternoon
2011-08-04 19:00:00,3,0,1,1,28.7,33.335,74,19.0012,65.0,301.0,366,4,19,8,afternoon
2011-08-04 20:00:00,3,0,1,2,28.7,33.335,74,12.998,41.0,245.0,286,4,20,8,afternoon
2011-08-04 21:00:00,3,0,1,2,28.7,33.335,74,12.998,25.0,186.0,211,4,21,8,afternoon
2011-08-04 22:00:00,3,0,1,1,27.88,31.82,74,12.998,33.0,141.0,174,4,22,8,night
2011-08-04 23:00:00,3,0,1,1,27.06,31.06,74,7.0015,24.0,108.0,132,4,23,8,night
2011-08-05 00:00:00,3,0,1,1,27.06,31.06,74,7.0015,13.0,41.0,54,5,0,8,late_night
2011-08-05 01:00:00,3,0,1,1,26.24,29.545,78,6.0032,3.0,16.0,19,5,1,8,late_night
2011-08-05 02:00:00,3,0,1,1,27.06,31.06,69,0.0,5.0,14.0,19,5,2,8,late_night
2011-08-05 03:00:00,3,0,1,1,26.24,29.545,78,6.0032,0.0,6.0,6,5,3,8,late_night
2011-08-05 04:00:00,3,0,1,1,26.24,29.545,78,8.9981,1.0,6.0,7,5,4,8,late_night
2011-08-05 05:00:00,3,0,1,1,26.24,29.545,78,6.0032,0.0,16.0,16,5,5,8,late_night
2011-08-05 06:00:00,3,0,1,1,26.24,29.545,78,8.9981,7.0,94.0,101,5,6,8,late_night
2011-08-05 07:00:00,3,0,1,1,27.06,30.305,78,8.9981,23.0,247.0,270,5,7,8,morning
2011-08-05 08:00:00,3,0,1,1,28.7,32.575,65,15.0013,39.0,415.0,454,5,8,8,morning
2011-08-05 09:00:00,3,0,1,1,29.52,33.335,58,7.0015,43.0,183.0,226,5,9,8,morning
2011-08-05 10:00:00,3,0,1,1,30.34,34.09,55,8.9981,50.0,113.0,163,5,10,8,morning
2011-08-05 11:00:00,3,0,1,2,31.16,34.85,52,16.9979,44.0,103.0,147,5,11,8,morning
2011-08-05 12:00:00,3,0,1,1,31.16,34.85,52,16.9979,57.0,159.0,216,5,12,8,morning
2011-08-05 13:00:00,3,0,1,1,31.98,35.605,52,16.9979,40.0,164.0,204,5,13,8,afternoon
2011-08-05 14:00:00,3,0,1,2,31.98,35.605,52,16.9979,81.0,164.0,245,5,14,8,afternoon
2011-08-05 15:00:00,3,0,1,1,31.16,34.85,55,16.9979,50.0,160.0,210,5,15,8,afternoon
2011-08-05 16:00:00,3,0,1,1,32.8,37.12,49,16.9979,76.0,254.0,330,5,16,8,afternoon
2011-08-05 17:00:00,3,0,1,1,31.98,35.605,49,19.9995,84.0,466.0,550,5,17,8,afternoon
2011-08-05 18:00:00,3,0,1,1,31.16,34.85,52,16.9979,105.0,361.0,466,5,18,8,afternoon
2011-08-05 19:00:00,3,0,1,1,30.34,34.09,55,16.9979,90.0,282.0,372,5,19,8,afternoon
2011-08-05 20:00:00,3,0,1,1,29.52,33.335,58,15.0013,70.0,221.0,291,5,20,8,afternoon
2011-08-05 21:00:00,3,0,1,1,28.7,32.575,65,12.998,54.0,119.0,173,5,21,8,afternoon
2011-08-05 22:00:00,3,0,1,1,28.7,32.575,65,15.0013,51.0,137.0,188,5,22,8,night
2011-08-05 23:00:00,3,0,1,1,27.88,31.82,69,15.0013,37.0,102.0,139,5,23,8,night
2011-08-06 00:00:00,3,0,0,1,27.06,30.305,78,12.998,29.0,104.0,133,6,0,8,late_night
2011-08-06 01:00:00,3,0,0,1,27.06,30.305,78,11.0014,17.0,50.0,67,6,1,8,late_night
2011-08-06 02:00:00,3,0,0,1,27.06,30.305,78,15.0013,14.0,39.0,53,6,2,8,late_night
2011-08-06 03:00:00,3,0,0,2,27.06,30.305,78,11.0014,14.0,28.0,42,6,3,8,late_night
2011-08-06 04:00:00,3,0,0,2,27.06,30.305,83,11.0014,5.0,5.0,10,6,4,8,late_night
2011-08-06 05:00:00,3,0,0,1,26.24,28.79,89,6.0032,2.0,4.0,6,6,5,8,late_night
2011-08-06 06:00:00,3,0,0,1,26.24,28.79,89,7.0015,5.0,22.0,27,6,6,8,late_night
2011-08-06 07:00:00,3,0,0,1,27.88,31.82,83,11.0014,14.0,49.0,63,6,7,8,morning
2011-08-06 08:00:00,3,0,0,1,27.88,31.82,83,11.0014,27.0,94.0,121,6,8,8,morning
2011-08-06 09:00:00,3,0,0,1,30.34,34.85,70,15.0013,60.0,155.0,215,6,9,8,morning
2011-08-06 10:00:00,3,0,0,2,30.34,34.85,70,19.0012,91.0,199.0,290,6,10,8,morning
2011-08-06 11:00:00,3,0,0,1,31.98,37.12,62,15.0013,138.0,211.0,349,6,11,8,morning
2011-08-06 12:00:00,3,0,0,1,32.8,37.88,55,15.0013,130.0,252.0,382,6,12,8,morning
2011-08-06 13:00:00,3,0,0,2,32.8,38.635,59,22.0028,176.0,265.0,441,6,13,8,afternoon
2011-08-06 14:00:00,3,0,0,1,33.62,38.635,52,16.9979,176.0,204.0,380,6,14,8,afternoon
2011-08-06 15:00:00,3,0,0,2,34.44,40.15,53,16.9979,130.0,232.0,362,6,15,8,afternoon
2011-08-06 16:00:00,3,0,0,3,30.34,35.605,79,11.0014,155.0,188.0,343,6,16,8,afternoon
2011-08-06 17:00:00,3,0,0,3,30.34,35.605,79,11.0014,61.0,88.0,149,6,17,8,afternoon
2011-08-06 18:00:00,3,0,0,2,29.52,34.85,79,30.0026,81.0,130.0,211,6,18,8,afternoon
2011-08-06 19:00:00,3,0,0,3,29.52,35.605,84,16.9979,57.0,114.0,171,6,19,8,afternoon
2011-08-06 20:00:00,3,0,0,3,29.52,34.85,79,19.0012,58.0,79.0,137,6,20,8,afternoon
2011-08-06 21:00:00,3,0,0,2,28.7,33.335,84,22.0028,28.0,86.0,114,6,21,8,afternoon
2011-08-06 22:00:00,3,0,0,2,28.7,33.335,84,22.0028,24.0,96.0,120,6,22,8,night
2011-08-06 23:00:00,3,0,0,3,28.7,33.335,84,19.0012,29.0,79.0,108,6,23,8,night
2011-08-07 00:00:00,3,0,0,2,28.7,33.335,84,19.0012,14.0,66.0,80,7,0,8,late_night
2011-08-07 01:00:00,3,0,0,2,28.7,33.335,84,16.9979,10.0,63.0,73,7,1,8,late_night
2011-08-07 02:00:00,3,0,0,2,28.7,33.335,84,15.0013,18.0,48.0,66,7,2,8,late_night
2011-08-07 03:00:00,3,0,0,2,28.7,33.335,84,8.9981,9.0,23.0,32,7,3,8,late_night
2011-08-07 04:00:00,3,0,0,1,28.7,33.335,84,8.9981,1.0,5.0,6,7,4,8,late_night
2011-08-07 05:00:00,3,0,0,1,28.7,33.335,89,12.998,1.0,4.0,5,7,5,8,late_night
2011-08-07 06:00:00,3,0,0,1,28.7,33.335,89,11.0014,3.0,10.0,13,7,6,8,late_night
2011-08-07 07:00:00,3,0,0,1,28.7,33.335,84,12.998,11.0,28.0,39,7,7,8,morning
2011-08-07 08:00:00,3,0,0,1,29.52,34.85,79,12.998,23.0,66.0,89,7,8,8,morning
2011-08-07 09:00:00,3,0,0,1,31.16,37.12,75,7.0015,82.0,102.0,184,7,9,8,morning
2011-08-07 10:00:00,3,0,0,1,32.8,40.15,66,8.9981,88.0,178.0,266,7,10,8,morning
2011-08-07 11:00:00,3,0,0,1,33.62,41.665,63,0.0,113.0,156.0,269,7,11,8,morning
2011-08-07 12:00:00,3,0,0,1,36.9,42.425,42,19.9995,161.0,209.0,370,7,12,8,morning
2011-08-07 13:00:00,3,0,0,1,36.9,42.425,42,19.9995,118.0,206.0,324,7,13,8,afternoon
2011-08-07 14:00:00,3,0,0,1,35.26,40.15,47,12.998,130.0,192.0,322,7,14,8,afternoon
2011-08-07 15:00:00,3,0,0,3,29.52,34.85,74,19.9995,118.0,208.0,326,7,15,8,afternoon
2011-08-07 16:00:00,3,0,0,3,29.52,34.85,74,19.9995,74.0,119.0,193,7,16,8,afternoon
2011-08-07 17:00:00,3,0,0,3,30.34,35.605,74,43.0006,63.0,131.0,194,7,17,8,afternoon
2011-08-07 18:00:00,3,0,0,1,29.52,34.85,74,6.0032,74.0,155.0,229,7,18,8,afternoon
2011-08-07 19:00:00,3,0,0,1,29.52,34.85,79,11.0014,68.0,160.0,228,7,19,8,afternoon
2011-08-07 20:00:00,3,0,0,1,29.52,35.605,84,8.9981,50.0,133.0,183,7,20,8,afternoon
2011-08-07 21:00:00,3,0,0,1,29.52,35.605,84,7.0015,36.0,100.0,136,7,21,8,afternoon
2011-08-07 22:00:00,3,0,0,1,28.7,33.335,89,12.998,21.0,82.0,103,7,22,8,night
2011-08-07 23:00:00,3,0,0,1,28.7,33.335,79,7.0015,12.0,43.0,55,7,23,8,night
2011-08-08 00:00:00,3,0,1,1,28.7,33.335,79,7.0015,13.0,17.0,30,8,0,8,late_night
2011-08-08 01:00:00,3,0,1,1,27.88,31.82,83,8.9981,4.0,8.0,12,8,1,8,late_night
2011-08-08 02:00:00,3,0,1,1,27.06,29.545,89,0.0,4.0,3.0,7,8,2,8,late_night
2011-08-08 03:00:00,3,0,1,1,27.06,29.545,89,0.0,1.0,0.0,1,8,3,8,late_night
2011-08-08 04:00:00,3,0,1,1,27.06,29.545,89,7.0015,2.0,8.0,10,8,4,8,late_night
2011-08-08 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,1.0,14.0,15,8,5,8,late_night
2011-08-08 06:00:00,3,0,1,1,28.7,32.575,65,19.0012,8.0,87.0,95,8,6,8,late_night
2011-08-08 07:00:00,3,0,1,1,29.52,34.09,62,19.9995,18.0,249.0,267,8,7,8,morning
2011-08-08 08:00:00,3,0,1,1,30.34,34.09,58,22.0028,29.0,320.0,349,8,8,8,morning
2011-08-08 09:00:00,3,0,1,1,31.16,34.85,55,26.0027,37.0,146.0,183,8,9,8,morning
2011-08-08 10:00:00,3,0,1,1,32.8,37.12,52,26.0027,62.0,62.0,124,8,10,8,morning
